artist,genre,lyric,date
케이윌,"발라드, 국내드라마",Don't walk away I'm falling downDon't walk away I'm falling down깊어져만 가는밤하늘 별빛은 여전히그 자리 그대를 기다리죠한참을 말하지 않아도그대 두 눈 들여다보면나는 알아요 그대를 느끼죠햇살 안은 밤하늘 수평선 멀리그대의 별 되어 늘 그대를 지킬게요내 생에 가장 아름다운 시간들나 그댈 위해 간직해온짙은 숨결 그대에게닿기를 바래요Don't walk away I'm falling downDon't walk away I'm falling down점점 멀어지는한동안 그대 외로이힘없이 지나간 나날들나는 아파요 그대를 느끼죠햇살 안은 밤하늘 수평선 멀리그대의 별 되어 늘 그대를 지킬게요내 생에 가장 아름다운 시간들나 그댈 위해 간직해온짙은 숨결 전해지길바래요 오직 나 그대가내 맘 흐르는 하늘을 바라봐줘요한걸음 다가와 멀어지진 말아줘요하루하루 같은 이곳에 남겨져나 그대에게 머물게요내 생에 가장 아름다운그대와 영원히,2018.10.23
폴킴,발라드,버려진 담배꽁초흔들리는 처량함휘청거리는 휜 맥주 뚜껑에난 또 감상에 젖어오늘 밤은 뭔가가 왠지 달라서혼자 있어도 외롭지가 않아서보고 싶던 친구를 만나초록빛의 신호등이 밝기만 하다서있는 저 사람도 깜빡이고 서있지만부딪히는 바람도 평화롭구나내 마음이 변해서 더 그런가 해흔들리는 바람에 휘날리는 나무도내 마음을 간질여예전의 나를 돋는다초록빛의 신호등이 밝기만 하다서있는 저 사람도 깜빡이고 서있지만부딪히는 바람도 평화롭구나내 마음이 변해서 더 그런가 해흔들리는 바람에 휘날리는 나무도내 마음을 간질여 예전의 나를부딪히는 바람도 평화롭구나내 마음이 변해서 더 그런가 해흔들리는 바람에 휘날리는 나무도내 마음을 간질여예전의 나를 돋는다,2019.01.17
"Jvcki Wai, 양홍원, Osshun Gum, 한요한",랩/힙합,아마 난 이번 겨울이 끝나도살아남을 거야 인마너는 말했지여자 래퍼 수명 2년이라고근데 이미 5년째 꼭 붙어있지이젠 이 바닥 밑바닥도 아닌꼭대기 넌 신경 써봐 니 안위허무하지 될년된 shit봐 내 지금 개런티니들 다 환장하는 돈hunnit bandz on mehunnit racks on me난 못 세어 더는 못 세어I got some things drippin’make’em rain on me내 목에서 흘러내려올해도 내년도 우리 거복면 안 쓰고 다 물리쳐한여름 태양보다 더 뜨거워차가운 것들은 내 목에머리가 띵머리가 띵하게 차가워머리가 띵하게 차가워불도저같이 쓸어 담어우리는 띵우리는 띵곡을 팔아너넬 또 미치게 만들어불러 어디든지 달려가띵띵훅 땜에 머리 freeze freeze짜여지지 여기 팀이수험생들 맞어 빔힙스터도 맞어 빔우린 돌아 버려 빙빙빙빙 빙빙다 star 됐지 연락해IM이 올랐네JM이 몰랐댔지만가졌지 18년 god damn춤춰 춰 춰 춰 뛰지 무대 위 열나게추워 추워 추워 추워이번 track이 폴라텍We on chart 재미로 밖에 닌 몰라 왜Bet 영비 오션 재키 요한에겨울에 이 노래가 불같애너넬 녹이지 얼음 같게더워 바지 벗어 영비 같게더워 바지 벗어 영비 같게올해도 내년도 우리 거복면 안 쓰고 다 물리쳐한여름 태양보다 더 뜨거워차가운 것들은 내 목에머리가 띵머리가 띵하게 차가워머리가 띵하게 차가워불도저같이 쓸어 담어우리는 띵우리는 띵곡을 팔아너넬 또 미치게 만들어불러 어디든지 달려가날씨 머릴 깨다시 가릴 때지한여름 내 눈 바빴고이젠 미련 버릴 때wait 얼음 wait왜 너는 왜이불을 두르고도 불이 났니내 눈알에 무리가 가남자는 뇌가 두 개난 하날 껐네난 말을 걸고 너는 매를 벌어이 밤이 가기 전 눈앞이 번져널 안기 전엔 머리 위에 쟤를 털어눈물을 닦을 때 우린 불이 꺼져우린 불이 꺼져 이젠 얼음 땡별일 없듯 넌 발걸음 떼우리끼리 놀 땐 개 민폐딩고 띵곡 벌어 새 지폐머리가 띵 얼음 같지눈 몰리면 머리가 띵얼어붙지 내리막길해버리게 머리 마취걔네 거 들으면 머리에 침 아야걔네 거 들으면 감기 에취 아파우리 거 들으면 머리에 띵 아싸우리 건 들으면 머리에 빔 발사IMJM 떡상 배팅천재노창 복귀에 배팅딩고 우리 덕에 매출 갱신띵곡 우리 덕에 탄생했지난 힙합씬의 초 희귀종 락스타 예난 미안 진심 우리 뺌 하극상 예난 움직이는 초고가 암막 커튼2019년도 다 해 먹거든올해도 내년도 우리 거복면 안 쓰고 다 물리쳐한여름 태양보다 더 뜨거워차가운 것들은 내 목에머리가 띵머리가 띵하게 차가워머리가 띵하게 차가워불도저같이 쓸어 담어우리는 띵우리는 띵곡을 팔아너넬 또 미치게 만들어불러 어디든지 달려가,2019.01.13
EXO,댄스,차갑도록 서롤 겨눈 채날이 선 듯 그 목소리엔숨막히는 것만 가득해Oh oh oh oh ohAye ye눈을 가린 채로 그렇게굳게 닫아버린 서로의맘이 애써 외면하는 걸Ah 타들어가갈라질 듯 숨이 막혀와갈증이 나이 한 잔을 가득히 담아넘칠 듯한 위태론 오늘 밤을 난It's the love shotNa nanana nanananaNa nanana nananaNa nanana nanananaOh oh oh oh ohIt's the love shotNa nanana nanananaNa nanana nananaNa nanana nanananaOh oh oh oh ohIt's the love shot비틀려버린 love & hate아름다웠던 기억들 하얗게 물들여져 조금씩 바래어가 매일 더 깊어져 calm down상처가 되는 말과검게 타버린 마음 Where is loveYeah yeah yeah yeah눈과 귀를 막고억지로 헤매봐도 결국 정답은 lovetoo much ego에 주린 배를 불리고비어버린 한 잔의 compassion이제 다시 채워 들어보자 다It's the love shotNa nanana nanananaNa nanana nananaNa nanana nanananaOh oh oh oh ohIt's the love shotNa nanana nanananaNa nanana nananaNa nanana nanananaOh oh oh oh ohIt's the love shotPeople come and people go세상에 멈춰선 너와 난 무뎌진 감정들에서서히 익숙해져가심장이 타메마르다 갈라질 듯한믿음에 난너로 적셔 틈을 채워가꺼질 듯한내 맘에 불을 붙여놔YeahIt's the love shotNa nanana nanananaNa nanana nananaNa nanana nanananaOh oh oh oh ohIt's the love shotNa nanana nanananaNa nanana nananaNa nanana nanananaOh oh oh oh ohIt's the love shot,2018.12.13
윤건,발라드,반복돼 오늘도 이렇게 힘겨운 스물네 시간반복돼 오늘도 머리속엔온통 너라는 사람또 반복해 오늘도 너에게하지 못한 말수없이 반복해 나도 모르게 너와 함께 듣던 이 노래마지막까지 날 걱정해주던 니 눈빛 잘 알아그만큼 우리 미치도록 사랑했잖아늘 안쓰러워하던 그날들이 지나가면이젠 너도 맘 아플 일 없을 거니까흔들리지마 이젠 나는 괜찮아너도 이젠 너의 갈길 그대로 그냥 가면 돼내가 널 놓을 수 있게 너도 그냥 날 놓아주면 돼아픈 기억들만 내게 두고 제발 가반복돼 오늘도 이렇게멍청히 하루가또 반복해 나도 모르게너와 함께 듣던 이 노래마지막까지 날 위로해주던 니 눈물 잘 알아그만큼 우리 미치도록 힘들었잖아사랑한 만큼 아프던 그날들이 지나가면이젠 너도 좋은 기억만 남을 거니까흔들리지마 이젠 나는 괜찮아너도 이젠 너의 갈길 그대로 그냥 가면 돼내가 널 놓을 수 있게 너도 그냥 날 놓아주면 돼좋은 기억들만 가지고 제발 가네가 잘 지냈으면 좋겠어행복하면 더 좋고흔들리지마 이젠 나는 괜찮아너도 이젠 너의 갈길 그대로 그냥 가면 돼내가 널 놓을 수 있게 너도 그냥 날 놓아주면 돼아픈 기억들만 내게 두고 제발 가 제발 가,2018.11.29
바이브,발라드,계절은 돌고 돌아 돌아오는데사랑은 돌고 돌아 떠나버리고추억을 돌고 돌아 멈춰 서있는다시 그 계절이 왔나 봐나 가을 타나 봐니가 그리워진 이 밤나 혼자 널 기다리나 봐나 가을 타나 봐니가 불어오는 이 밤나 혼자서 가을 타나 봐Baby I'm lonely lonelylonely lonely추억은 Falling fallingfalling falling아무리 멀리 멀리 떠나 보내도돌아오는 난 가을 타나 봐내 곁을 스쳐가는 많은 사람들뭘 해도 채워지지 않는 시간들아무리 잊어봐도 짙어져 가는외로운 계절이 왔나 봐나 가을 타나 봐니가 그리워진 이 밤나 혼자 널 기다리나 봐나 가을 타나 봐니가 불어오는 이 밤나 혼자서 가을 타나 봐Baby I'm lonely lonelylonely lonely추억은 Falling fallingfalling falling아무리 멀리 멀리 떠나 보내도돌아오는 난 가을 타나 봐You're always breathingin my mind가슴 한구석이 시려와Baby I'm missing you every night니가 그리워나 외로웠나 봐니가 없는 이 거리에나 혼자 널 서성이나 봐참 보고 싶나 봐 너를 보내놓고아직 나 혼자 널 사랑하나 봐아직인가 봐 사랑하나 봐니가 날 떠나가던 시린이 계절이 돌아오면 가을 타나 봐그리운가 봐 가을 타나 봐,2018.09.18
헤이즈 (Heize),R&B/Soul,먼 미래의 날씨 같애 예측 불가해 맑았음 해내 꿈인데도 너만은 왜 뜻대로 안 돼 대체 뭔데나의 생각과 맘을 다 이미 알고 일부러 반대로 말하고 너는행동하는 건지첫눈 내릴 어느 날엔널 안고 있을까하얀 배경이 너의 맘에날 데려가 줄까온 세상이 너로 뒤덮이면내 세상은 너의 것이 되고이 기분은 오감그 이상의 무언가넌 그걸 별 노력 없이도참 무심하게 이끌어내고날 걷게 해 네가 있는 곳으로너의 생각과 맘을 다 알고 싶어 한 번의 미소도 눈물마저도 내 것이고 싶어첫눈 내릴 어느 날엔널 안고 있을까하얀 배경이 너의 맘에날 데려가 줄까난 널 위해 녹아도 돼네가 뜨거운 여름이라 해도뛰어들게 그 순간 네 두 눈 속에 내가 영원히 내리길 바래첫눈 내릴 어느 날엔널 안고 있을까하얀 배경이 너의 맘에날 데려가 줄까,2018.12.14
아이유,R&B/Soul,Hi there인사해 호들갑 없이시작해요 서론 없이스킨십은 사양할게요back off back off이대로 좋아요balance balanceIt's me 나예요 다를 거 없이요즘엔 뭔가요 내 가십탐색하는 불빛scanner scanner오늘은 몇 점인가요jealous jealous쟤는 대체 왜 저런 옷을 좋아한담기분을 알 수 없는 저 표정은 뭐람태가 달라진 건아마 스트레스 때문인가걱정이야 쟤도 참Yellow C A R D이 선 넘으면 침범이야 beep매너는 여기까지it's ma ma ma minePlease keep the la la la lineHello stuP I D그 선 넘으면 정색이야 beepStop it 거리 유지해cause we don't know know know knowComma we don't owe owe owe oweanythingI don't care당신의 비밀이 뭔지저마다의 사정 역시정중히 사양할게요not my business이대로 좋아요talk talklessStill me 또예요놀랄 거 없이I'm sure you're gonna saymy gosh바빠지는 눈빛checki cheking매일 틀린 그림 찾기hash tagging꼿꼿하게 걷다가 삐끗 넘어질라다들 수군대는 걸 자긴 아나 몰라요새 말이 많은 걔랑 어울린다나문제야 쟤도 참Yellow C A R D이 선 넘으면 침범이야 beep매너는 여기까지it's ma ma ma minePlease keep the la la la lineHello stuP I D그 선 넘으면 정색이야 beepStop it 거리 유지해cause we don't know know know knowComma we don't owe owe owe oweanything편하게 하지 뭐어 거기 너 내 말 알아 들어 어I don't believe it에이 아직 모를 걸내 말 틀려 또 나만 나뻐 어I don't believe it깜빡이 켜 교양이 없어 너knock knock knockEnough 더 상대 안 해block block block block block잘 모르겠으면이젠 좀 외워 babeRepeat repeat참 쉽지 rightYellow C A R D이 선 넘으면 침범이야 beep매너는 여기까지it's ma ma ma minePlease keep the la la la lineHello stuP I D그 선 넘으면 정색이야 beepStop it 거리 유지해cause we don't know know know knowComma we don't owe owe owe oweanything,2018.10.10
허각,발라드,매일 집으로 돌아가는 익숙한 골목 거리 사이불어온 볼 스치는 차가워진 이 바람을 따라걷다가 네 생각이 나 잘 지내니많이 바쁘게 지냈나 봐 너 없는 하루가 왜 그리느리게만 가는지 했던 게 어제 일만 같은데어느새 까맣게 잊고 살았나 봐이 계절이 널 기억하고 있나 봐우리가 헤어진 게 이맘때였어그때는 왜 그렇게 세상을 다 잃은 것만 같던지지나 지나고 보니흔한 이별인 듯 살아져너도 나처럼 어느새 잊었을까참 사랑했었던 애틋했던 우리 사이 이젠남들과 같나 봐지나보니 알 것 같아 다 내 잘못이었다는 걸들릴 듯 말 듯하게 나 혼잣말로 미안했다며별일은 없는지 너를 불러봐이 계절이 널 기억하고 있나 봐우리가 헤어진 게 이맘때였어그때는 왜 그렇게 세상을 다 잃은 것만 같던지지나 지나고 보니흔한 이별인 듯 살아져너도 나처럼 어느새 잊었을까참 사랑했었던 애틋했던 우리 사이 이젠남들과 같나 봐생각보다 많이 무뎌진 것만 같아서조심스레 괜찮다 말해볼 스치는 바람 따라 살며시 너를 싣고서이젠 보내줄래,2018.11.28
양다일,발라드,미소짓던 그 표정이시도 때도 없던 입맞춤이주고받던 연락들이아쉬움 가득한 헤어짐이없어서 쌓여서너의 모든 게더는 남아있질 않아어쩔 수 없는 걸 알면서도놓을 수 없는 걸 아쉬움에더는 너를 불러봐도어떤 감정도 느껴지질 않아그저 남아 있을 뿐인걸차가워진 그 표정이시도 때도 없는 다툼들이주고받던 상처들이가끔은 미안한 마음들이긴 시간 쌓여서너의 모든 게더는 남아있질 않아어쩔 수 없는 걸 알면서도놓을 수 없는 걸 아쉬움에더는 너를 불러봐도어떤 감정도 느껴지질 않아그저 남아 있을 뿐인걸매일 그리던 네 모습도더는 그려지지 않아더는 널 원하지 않아어쩔 수 없는 이 마지막도놓을 수 없는 네 모습조차더는 내겐 의미도 없어미뤄왔던 일처럼 느껴져이젠 말해야 할 것 같아,2018.10.15
